tenure,deposit,turnover,withdrawal,deposit_next
2359,123001.14,899673.58,96522.75,3729.04
7,223.2,760.06,310.67,3924.77
148,140.16,483.6,0,23.57
3310,9370.26,38692.15,9941.6,0
56,652.91,2268.69,266.11,0
1548,1173.95,9935.31,0,1767.12
263,2350.4,17257.99,0,0
2373,11930.08,35014.7,11759.93,688.76
6706,522857.45,3239039.94,369682.3,22594.2
27,94.56,307.03,0,0
5766,75631.86,320136.04,53818.97,329.6
1086,5142.26,21814.74,5628.06,2748.07
124,838.52,1876.38,0,1742.1
1879,3438.34,25724.7,1532.17,188.34
1429,294.12,1265.56,0,0
555,1613.2,9055.26,621.54,604.1
2091,774.69,1849.62,1130.03,94.06
2936,1361.59,6270.44,936.33,2036.39
0,141.37,556.75,0,236.63
3909,7438.15,23097.81,2880.36,1131.56
3449,2849.94,28332.98,2349.96,0
343,204.34,192.87,112.92,22.56
830,10006.35,116645.95,3358,821.25
1490,7264.54,66577.6,6893.82,0
6784,6376.2,25317.64,3564.84,0
15,137.59,209.09,0,310.26
280,182.81,200.99,323.28,69.15
222,189.34,354.59,189.48,349.72
1312,233.96,277.45,0,47
0,116.01,116.01,0,0
7159,37780.11,61460.36,25923.83,0
1463,7868.65,64496.43,394.38,353.4
355,1344.82,17955.01,0,604.87
3366,204872.25,1804052.17,99108.16,17799.51
1633,411.03,3088.35,229.16,0
3011,15145.02,42139.86,13580.19,901.2
2342,10538.18,26407.42,5129.98,0
78,2119.11,8838.56,2788.72,2214.28
5348,15653.16,137213,11021.87,47.85
6543,31470.24,65332.29,21634.52,127.55
175,1581.15,3672.5,633.32,139.74
1933,15421.18,116662.62,10823.54,915.98
2471,1798.63,7717.93,1695.18,47.49
5430,718899.7,8612877.46,411559.16,3819.75
3602,2494.95,22575.29,863.04,0
214,3338.11,18879.61,470.17,1383.58
1531,20164.48,116674.65,24000.34,0
733,1968.03,7334.66,1362.35,0
1353,6939.58,48894.32,6353.35,4150.91
297,2045.33,4769.81,0,0
3734,3363.34,38074.24,3445.54,22.26
1495,14900.04,189222.22,2643.08,559.63
6314,40217.26,265262.2,34865.64,575.16
964,442.33,741.56,141.26,0
1718,17069.96,139266.51,17792.65,2200.23
1193,11112.98,66699.1,8989.47,1571.44
355,9805.42,20915.44,6812.94,4622.67
1473,5505.83,18635.69,3896.31,1164.63
587,391.08,2676.67,165.17,0
1049,487.01,1487.38,0,2499.59
27,1950.15,11554.59,3910.94,3801.21
599,207.58,341.26,92.07,0
426,14166.71,48008.32,10166.55,1205.31
1643,48090.93,164132.34,40882.98,235.28
850,11504.71,99189.73,4094.93,777.32
4031,4951.66,49015.55,2688.18,0
3951,34146.93,208090.3,17706.64,359.26
302,7911.22,65728.08,702.45,2385.49
5781,1997.56,12592.36,890.89,0
2719,2260.46,14099.13,1602.75,61.49
5224,61134.34,385777.52,40870.68,0
6679,50235.82,376520.76,42125.39,890.58
2176,3061.8,21696.1,2292.08,0
801,1535.46,39152.16,1027.94,286.95
5,33.7,40.48,0,102.71
2639,18198.02,197040.43,1771.74,963.13
2054,8356.7,34748.12,5385.09,46.18
5693,213648.53,1717786.19,146016.14,894.9
6769,23891.59,96536.21,19583.5,245.55
426,660.76,1765.37,119.85,0
523,1861.71,9967.53,0,112.1
1653,738.86,2012.16,232.89,118.23
2434,1268.86,8836.97,583.28,0
913,103.26,1672.9,0,0
1439,625.52,4310.58,924.08,2000.39
2600,539.04,2146.83,397.68,66.89
122,4464.43,73154.41,4947.87,913.76
4291,3488.99,18382.1,1859.24,47.21
3352,6919.99,71127.21,7238.09,673.89
531,3627.74,16498.08,1634.39,1825.71
75,2342.68,10694.73,431.47,1181.84
635,12464.28,103845.6,5498.83,331.63
2093,73043.77,532511.93,25085.69,431.68
5735,20426.22,90822.08,15853.47,378.79
3527,11087.3,53461.92,934.23,13814.46
1013,1361.74,4099.43,1105.59,23.57
954,4763.19,132689.47,0,0
584,650.92,2041.3,0,72.15
2590,20560.72,138155.34,9715.44,0
280,230.1,580.55,230.42,0
4007,4204.81,31013.24,2803.04,177.46
1047,37527.24,171511.67,35011.21,2667.1
2196,5966.69,25248.54,3449.34,162.69
6818,47941.83,128966.18,37960.01,255.42
0,268.6,1233.78,0,369.5
32,757.2,3734.5,365.6,46.83
32,140.65,474.16,140.52,0
1899,19499.59,120548.21,3220.02,2645.41
29,143.26,825.31,0,193.56
4170,272312.1,2954966.75,138631.26,1125.01
122,19783.28,92228.28,20112.6,296.65
509,1504.24,21051.39,350.74,0
3992,1678.82,3808.13,1427.84,0
2692,1533.45,3205.74,1691.69,23.44
15,2771.42,4164.28,0,0
789,100350.31,678951.16,85247.58,56264.48
7229,280968.42,722566.57,214352.93,3076.09
24,1080.66,61723.52,0,2849.87
416,1450.61,8729.89,1880.46,487.48
988,320.24,1157.07,268.68,118.06
0,22.9,88.62,0,134.6
209,3396.93,25946.44,1707.23,2038.62
19,14539.87,76944.38,7853.27,18808.4
1280,45210.1,203748.98,32387.49,5007.81
2619,4466.28,14926.07,3279.76,0
1989,33822.12,169972.22,26445.29,369.22
88,154.13,608.71,0,0
3634,17011.82,59867.72,21400.02,236.1
192,117.88,886.23,163.67,0
2600,5417.33,34019.56,2312.39,1083.97
1261,946.76,11307.5,912.77,0
1536,1035.01,6801.06,193.53,0
3790,63691.79,185646.87,44764.92,3903.37
871,35877.11,386441.92,9200.61,3038.07
5202,27377.96,113139.23,12618.84,241.14
151,296.1,1765.51,0,0
19,1150.65,52197.82,4179.26,1145.49
1422,233.78,311.07,0,0
930,2091.27,10133.46,1824.89,529.86
144,2256.62,2242.91,1732.25,976.66
0,71.43,1594.81,0,617.98
2161,27247.9,311395.32,23901.64,236.66
2984,805.84,6571.67,847.16,71.01
682,160.63,1446.62,0,0
185,4716.86,27848.46,15882.84,3617.37
1541,9762.15,30100.38,7638.01,717.71
4004,237.51,1225.42,0,23.19
1307,5731.94,43445.62,3208.13,206.33
859,15239.01,82096.51,10084.45,2547.4
3644,154373.72,465140.82,164552,3673.36
2678,8225.07,27273.03,8160.72,443.51
2,139.44,372.27,0,35.57
2456,22275.18,249896.66,26758.98,0
2909,5227.23,19673.49,1702.8,101.52
5,69.72,230.55,46.52,116.32
0,115.43,115.43,0,0
475,3357.28,22242.07,908.25,351.49
1329,574.63,1902.98,801.45,0
319,17618.48,186611.25,2777.5,2174.51
3089,14137.35,52169.87,12105.76,110.51
3167,91194.43,445312.66,80419.68,893.14
307,5353.95,14747.85,4084.14,1065.43
0,138.3,341.15,0,115.18
5827,251151.04,768952.36,257808.01,2074.51
1636,1947.45,7311.14,1486.25,369.53
893,976.76,12614.73,415.14,0
2147,2151.22,9531.34,334.01,893.78
58,649.97,5804.06,558.37,0
1478,19928.24,128903.12,10283.31,1911.02
2853,95.29,534.28,116.5,70.24
124,1970.14,7920.46,1022.05,0
100,3683.4,27921.46,4890.69,3895.99
694,635.26,2069.92,169.75,0
2748,99781.72,435840.71,81510.36,475.41
5065,4938.69,43253.79,0,1196.69
5486,619.87,4958.65,0,0
6842,54033.94,306126.34,37777.75,118.48
6195,8235.48,25771.19,6585.6,140.02
1052,2118.05,21132.36,1335.72,94.97
1173,20049.08,98239.58,17590.44,1121.12
2410,976.13,2455.75,909.36,381.75
4537,8456.6,50115.26,6453.84,1407.74
24,4628.35,25614.15,1610.69,0
224,1185.41,4041.57,1390.81,638.12
3955,4834.84,22467.97,2487.78,0
416,2022.67,19815.22,0,433.57
611,5163.03,16887.95,5180.71,584.16
4301,99029.09,834091.79,89771.69,14345.34
0,238.25,580.38,0,1249.34
1804,757.88,3423.85,708.53,0
3529,69.25,129.15,0,69.79
5871,3214.74,13496.01,4571.17,0
141,46.29,252.34,162.02,0
1200,10616.97,33023.99,4621.38,209.06
837,617.13,2477.34,809.82,0
3719,5193.15,24572.46,5771.29,0
4513,352810.92,1349666.36,293455.72,3158.93
4467,1890.94,6984.12,1095.56,47.33
375,493.37,1448.69,452.15,71.9
3924,2553.07,10410.29,2965.27,1583.15
5,331.08,838.71,90.88,599.18
10,5815.39,41896.94,3340.1,46711.28
1502,6623.8,28619.01,8343.78,233.8
5798,20594.52,60784.29,5937.21,149.71
3897,3551.56,32062.5,3906.74,0
173,166.19,258.79,0,143.11
297,753.85,5482.46,0,1752.35
2,117.35,2228.96,46.96,893.06
1585,28690.95,218863.17,21286.28,4541.07
3873,690.7,920.01,0,0
1918,482.55,1251.99,45.89,0
287,7758.32,45673.98,5477.85,846.31
54,9417.75,82613.78,7469.33,1970.5
83,455.22,1428.46,143.65,1688.05
243,11806.97,67276.44,9266.94,92.97
2003,2404.59,9422.17,1948.48,183.95
4686,184206.78,1092407.32,148215.32,0
5856,134996.62,1471815.6,107613.12,3528.45
1619,291.55,1166.3,206.38,25.36
241,2990.18,23215.94,2206.7,1215.92
2770,1788.67,4762.18,0,0
163,540.53,1681.41,0,0
341,116.57,580.54,233.15,0
3620,9399.27,62308.14,5810.21,0
12,806.76,2775.9,0,0
2,329.12,4111.65,0,788.97
2875,1159.97,6255.05,0,0
4406,48318.42,252260.11,39815.52,2471.46
5,34.87,37.16,0,0
4150,74797.27,324488.75,73196.99,1437.14
789,3002.45,16046,1987.47,508.18
88,1484.79,6425.66,784.54,2344.03
0,223.82,2029.8,111.91,45.41
601,1857.92,10560.93,353.57,910.88
258,1448.65,10624.3,600.36,58.56
5,243.47,2695.81,0,233.57
862,4583.36,14440.01,5157.53,462.59
3325,4770.71,18192.05,3346.15,0
3639,2728.75,24359.01,212.04,48.01
1022,5288.15,23516.15,2111.58,217.56
589,114.98,703.29,391.36,0
6197,1397.92,4247.23,0,477.5
4009,6348.55,22805.91,1372.78,0
5116,24880.18,222954.29,15574.31,1797.97
720,213.74,661.47,103.03,336.38
2166,119605.32,481506.8,113553.39,1536.87
567,4439.48,21628.07,2534.31,916.13
1451,3361.59,14338.88,7945.23,473
107,23.43,486.08,100.19,0
467,544.2,1302.43,206.92,0
2,142.38,788.41,0,219.21
5175,219557.71,2233803.41,93856.87,1679.23
3654,3266.02,29623.88,2840.57,83.3
4966,11821.62,49264.58,11726.61,2447.71
4260,1912.32,10225.2,3443.86,2396.72
0,23.32,29.86,0,1184.86
6268,39664.76,153946.39,31360.86,989.32
779,31347.95,159727.02,25016.73,923.97
1215,73340.14,1027322.92,84838.31,1763.6
3215,4766.68,14946.02,0,2299.68
1745,532.53,2761.33,0,177.66
796,3556.39,18851.86,1837.57,1714.23
2103,2291.43,42084.22,1948.31,37.41
4425,98543.63,316113.38,96601.11,7164.34
5328,142158.29,601227.07,107123.28,4794.79
4272,50452.36,557122.9,39250.99,0
19,264.1,671.36,0,385.83
46,596.43,3354.42,270.49,508.3
2996,1971.64,9418.66,477.92,137.46
39,2376.73,11957.13,2516.51,435.63
1597,4936.73,10946.06,4331.65,34.36
1397,1485.44,4416.3,2240.8,44.54
195,10053.27,63039.25,8906.54,4943.06
3520,32895.25,260114.7,17072.34,256.84
6317,9457.22,120956.74,142.56,242.57
207,1928.34,5439.79,1554.59,23.91
5348,9797.45,22800.38,6877.22,1191.39
6623,197263.7,1222675.41,143267.14,1570.57
803,206.17,633.54,0,117.36
5121,2287.03,12791.89,0,0
2,1390.83,1390.83,0,832.34
6248,185914.08,826950.75,149361.95,646.81
197,26403.97,96755.02,26507.99,230.97
6684,5282.71,30359.15,4513.32,172.05
6920,4593.83,23658.24,8127.36,964.71
859,46617.78,333152.16,85145.54,1554.1
3598,17397.61,93599.01,15846.69,68.65
1553,1253.76,3174.26,1227.76,143.14
6248,390453.62,1626272.19,322610.78,4017.17
1485,21383.28,163494.32,11237.89,2752.1
168,1439.25,9644.39,183.45,453.86
110,3811.34,10507.13,2389.74,4825.88
3846,35708.85,184990.68,19596.93,4621.33
229,8599.52,24468.78,6666.04,1374.65
4126,24072.1,119966.91,17462.37,47.99
1621,6372,25882.1,4549.57,809.85
465,253.53,1836.68,391.57,0
1161,532.41,1361.26,666.41,3161.95
3931,45970.61,193880.88,38613.91,657.22
3048,23.76,337.36,357.84,0
10,1842.16,3449.81,0,0
61,2300.1,25626.83,1426.33,1297.37
66,4864.13,33796.94,3302.61,871.32
5338,1711.44,5739.24,865.37,143.54
3030,642.57,2414.29,305.03,0
24,167.84,444.23,47.81,0
5068,87517.69,415201.3,72611.43,1238.94
4861,15648.47,73355.33,6802,2057.75
4282,2846.46,21045.26,1653.72,0
4240,3458.34,18789.26,6668.14,221.66
1504,2112.53,106308.68,374.09,47.14
3885,8911.92,31183.49,4814.32,1190.87
652,10517.66,66605.29,11435.06,23.23
22,1191.82,13351.05,7163.56,941.29
4893,124400.83,1565159.41,117839.61,451.49
2938,24880.04,106230.33,18689.09,0
6606,67756.07,67689.39,43607.8,47.01
2,264.53,443.09,0,89.64
5581,17769.87,76705.06,13849.98,1391.11
584,186.76,1313.75,61.04,24.14
703,46.66,46.56,0,0
3354,7317.96,344242.41,1375.43,0
769,9740.98,41725.22,6487.85,3165.99
5995,47731.92,261963.12,38493.72,139.01
484,2412.89,23035.68,2285.62,169.09
2580,3056.19,25586.36,0,0
1867,4818.2,33058.68,4349.64,904.02
46,176.59,510.42,165.06,46.17
39,200.39,267.37,286.16,71.29
2,602.04,1998.7,666.53,0
835,11163.53,69859.81,3906.61,1287.13
1156,396.52,2269.31,529.88,0
1071,13572.85,87875.65,10861.54,68.12
6927,686733.01,6557681.33,292801.2,6914.82
3873,390334.62,3740480.51,245562.02,3402.14
1032,15603.55,53368.67,11725.44,3017.53
1757,15124.22,39871.24,11486.29,164.71
1451,34137.41,192222.87,26337.83,224.76
3067,100975.63,620434.32,77301.84,1854.56
4639,5307.74,59671.38,2448.62,110.79
17,2491.48,3825.91,0,0
1069,527.52,2068.01,148.53,68.41
2743,2232.25,8192.45,1203.99,0
1217,9336.48,40824.33,3907.2,0
1495,4938.82,53673.17,752.06,72.39
27,855.7,1043.67,549.54,1714.36
12,70.52,498.91,46.83,94.24
49,2027.75,6501.06,3242.85,949.31
1249,3526.11,19103.49,815.7,2697.43
4620,3958.73,18799.04,3255.87,1591.67
2210,182.1,176.49,0,0
15,57.91,78.68,0,280.7
986,1682.55,14636.81,1549.21,230.45
1358,4464.38,22171.26,1224.29,1765.82
3174,10953.02,96164.01,3327.86,227.05
19,2658.25,10202.67,1744.43,0
0,94.83,235.9,0,70.46
993,81211.02,808972.14,13094.67,9427.26
5126,9209.45,78806.31,9203.42,0
7285,1103.22,4671.89,0,0
448,3199.43,20762.86,841.99,721.84
1828,2839.41,13985.05,682.53,200.45
2415,15701.57,56294.61,16238.85,690.55
864,3894.47,18068.65,3858.67,1829.67
1234,1157.47,4040.5,1018.56,21.83
823,18197.88,160830.91,7483.88,44.8
550,1929.76,4911.67,1358.32,120.37
1383,39537.24,461068.7,33065.54,2351.54
161,3629.48,13181.13,1564.98,2805
893,3645.44,15211.3,4035.81,842.39
1319,1824.83,5769.13,3380.71,211.66
4233,71.08,150.4,0,48.12
2,691.53,690.37,0,0
572,165.41,997.34,690.98,0
3279,52345.14,474857.12,34866.89,2248.85
1796,315454.58,1787384.15,229373.58,0
528,1038.53,3762.41,750.46,0
3028,6129.23,15878.92,5892.89,1098.37
314,22241.74,92764.5,21393.27,4901.6
448,1602.27,5730.93,1160.82,1478.43
6976,361.45,604,907.75,207.91
5323,293.02,544.83,47.79,0
161,1478.7,3744.59,1119.32,169.41
6090,50464.8,596083.89,24486.34,0
2514,29889.03,263906.28,6528.05,1179.02
4885,204916.32,1199040.9,154164.4,4388.08
2940,7840.64,60323.66,3704.04,192.24
1482,488.95,473.66,0,0
1202,1109.11,5538.03,284.64,0
127,555.4,3663.06,0,5958.73
4272,149060.06,879148.95,134701.87,4524.93
0,110.12,30.17,0,0
5467,6988.55,27244.39,261.12,0
4693,29838.61,134456.35,25671.07,229.22
472,230.25,424.53,0,1094.08
4557,8259.45,71590.5,6059.7,127.76
3040,10265.65,32293.3,12349.77,279.37
382,5695.68,21830.79,5779.78,2341.31
6151,30718.92,123243.21,20711.01,714.88
83,3500.72,13824.48,1626.27,1355.88
6066,16277.19,69494.14,6437.91,0
4282,66139.43,340919.64,46807.07,234.59
27,236.41,791.23,0,799.9
1234,4617.87,77957.18,2714.33,876.3
1680,277.13,1425.98,0,214.74
2322,1553.77,5593.35,1735.35,235.31
5204,128000.81,818876.2,102997.74,1425.22
1687,13425.38,73742.66,6716.4,964.67
1142,5559.66,13689.51,5338.47,0
2716,62847.75,815633.85,28872.26,1669.64
5048,43527.32,351996.22,23352.5,593.24
4481,12208.94,45463.38,11924.71,190.54
51,2335.98,16216.12,0,237.91
370,15782.12,40619.17,11878.76,314.29
1344,16610.56,120957.8,15941.83,353.57
1597,115.99,822.95,46.36,22.15
4167,32011.92,140412.86,22842.21,23.36
148,492.96,2297.53,399.7,2757.09
1173,3117.02,15438.84,2008.28,239.67
324,165.3,505.9,212.73,0
241,7545.33,34346.08,7167.75,1990.38
1161,1194.87,9618.69,355.46,112.16
10,2075.92,3286.87,0,0
151,11125.55,31054.25,10329.92,4052.66
755,8359.64,38678.11,7752.66,391.23
4004,11255.24,95493.99,6058,575.45
202,5053.63,249891.71,1472.1,0
12,383.94,1728.91,771.04,469.16
2648,929.69,12623.18,847.08,0
3201,2734.52,9459.89,1131.68,213.39
4992,14504.4,89543.11,1051.44,2214.85
241,401.03,2211.55,0,0
857,3778.71,18332.86,5474.42,0
1329,3179.63,16808.19,1762.28,0
1258,45.87,272.35,0,0
73,2406.28,34075.93,0,0
2702,51374.42,69078.21,51592.23,0
1273,9202.54,28288.6,3559.17,226.21
260,344.47,1293.26,47.96,168.49
2480,38273,187976.25,29907.51,131.78
148,585.15,1647.09,627.06,144.87
187,1747.4,2602.52,711.43,716.99
2510,88874.36,231204.32,63846.92,2946.46
3994,6733.29,57362.85,10085.46,0
68,114.93,189.17,0,0
2529,310.19,602.05,0,0
5776,102892.97,652393.22,50983,23.26
1896,10945.85,66934.92,7941.84,873.38
2030,40624.01,218709.79,50632.35,2239.34
27,178.67,302.27,189.31,66.38
1275,11757.24,81225.3,6261.13,234.68
1838,839.84,2878.94,0,181.04
1682,666.66,1402.4,422.51,46.11
1701,7578.37,42775.39,4713.17,2604.03
1628,3347.04,16107.08,2941.27,1063.72
4846,88817.5,551051.49,70369.52,1900.43
6669,96773.11,297428.28,59000.38,2497.54
484,18487.74,102995.87,10694.44,2014.06
2948,105627.55,681131.93,125856.12,894.18
3997,1392.49,12827.19,2336.64,0
630,2972.39,3324.73,4086.06,0
2928,1097.16,870.12,227.04,0
1497,5953,53804.73,4039.85,103.36
1288,159.11,757.87,0,0
158,2051.95,15521.78,0,652.31
2290,245.06,482.08,0,0
2,228.95,654.03,0,0
781,228.18,671.44,0,23.66
6258,22784.6,30867.57,13872.76,0
2877,1551.47,9353.43,518.18,0
1568,4552.4,21403.16,2411.68,513.51
27,2895.91,21341.99,2156.96,940.62
29,191.45,1623.94,68.68,68.12
635,5805.42,27013.83,3619.5,590.69
7183,261933.74,894248.05,228407.91,12124.31
3291,34509.25,418204.19,11448.03,71.37
789,278.84,1246.09,0,0
5589,42168.27,279064.46,19598.82,207.58
3955,43124.15,410207.01,15346.43,3724.15
2205,66784.46,605423.21,53030.51,0
3931,100.09,20781.99,5935.09,200.77
3556,8992.92,49770.84,3635.63,33.57
723,1323.8,3070.01,0,423.75
1129,10441.19,83880.32,5457.39,2440.96
61,14792.66,89731.15,14954.09,26644.88
1558,7193.77,69827.09,6318.76,576.76
1482,2785.72,17634.86,2396.77,22.97
0,330.37,120.26,0,400.03
4462,20263.52,154026.42,13164.62,186.45
905,5077.06,19946.29,3547.88,1793.27
7363,2257.42,16689.13,119.49,2098.44
2071,30488.12,266934.53,9610.69,1207.27
1358,4962.72,40843.07,6439.15,698.51
589,73240.17,1168335,53625.66,5595.34
1198,8710.48,38879.16,6281.48,436.1
7422,25033.41,45600.65,18591.74,3452.29
657,957.93,5611.96,0,483.57
2130,705.31,4551.75,1700.59,70.2
4802,5390.02,31856.54,4045.72,0
1105,741.51,3229.05,401.25,0
24,2308.52,9633.77,232.07,1431.67
4941,102053.32,531954.66,53572.68,4343.23
3386,2096.85,16035.59,1907.78,1106.62
1692,15540.23,125537.42,13079.4,875.81
270,904.1,4476.24,2575.32,142.7
5248,36100.1,175523.92,29290.34,711.42
7911,8066.46,30972.04,3803.46,2067.82
5589,8360.44,16473.07,3264.75,52.87
2505,22741.7,75396.39,17014,1434.41
915,2166.7,6617.88,0,0
679,1890.26,6308.99,69.18,57.75
90,2207.38,19267.41,2321.91,567.55
187,4160.66,25798.68,896.23,4452.93
867,41225.42,259275.35,4189.46,4021.68
44,22.98,73.68,0,0
333,116.01,116.01,116.78,0
0,57.27,114.55,57.27,104.18
3466,35720.71,263689.73,28467.75,2955.28
19,941.13,12403.62,281.11,516.57
2011,2796.08,10626.74,3461.33,280.01
1650,2578.94,11884.26,4305.3,0
29,164.87,164.87,0,72.04
1969,7985.93,63938.38,6307.04,1424.47
39,3431.75,16110.93,2410.04,949.26
29,89.23,1262.22,111.11,67.78
431,2786.88,42458.67,230.16,1128.12
3476,47041.03,148345.67,32020.61,896.64
533,193.09,198.05,89.07,277.15
4041,2588.75,8517.71,2044.85,0
2848,11775.39,61454.62,13348.17,0
146,418.77,2784.57,315.92,100.65
229,106.97,909.67,175.82,108.34
1120,7859.04,58638.7,3745.81,118.2
24,94.27,75.27,275.07,71.64
5849,36096.29,131459.64,46864.63,163.83
521,10977.11,50362.7,0,0
1894,9585.42,25452.16,5910.2,87.81
489,824.4,3002.93,479.05,958.76
3310,1049.77,5260.95,779.11,94.65
465,8472.14,85357.63,14606.48,278.4
621,5284.93,18676.83,4662.29,44.52
1794,8052.41,38898.29,7769.48,2108.18
0,47.16,0,0,0
2018,117.87,553.67,71,71.7
6470,415469.57,1596896.15,345926.74,4713.48
10,188.11,415.46,0,0
5,176.49,413.17,141.96,262.12
3332,580.31,3206.84,420.19,129.39
1207,988.42,3430.64,675.99,1184.56
341,17622.59,79342.13,9426.4,1171.46
54,1085.22,1265.88,671.28,480.17
988,48935.93,257228.36,56481.61,1968.67
876,5476.23,22825.54,7741.52,409.23
864,32550.25,171157.21,12357.02,4863.91
0,44.05,44.05,0,0
24,23.57,93.81,47.14,22.91
326,536.23,2404.22,468.85,818.21
3573,3713.41,41481.32,4609.15,100.32
1441,212198.66,1070669.91,156030.66,4671.87
5489,91278,504066.16,61342,521.22
2463,2917.65,8446.28,1363.26,699.03
1495,304.67,2065.91,557.99,0
2052,11189.53,65528.01,5492.29,599.54
2176,16576.11,181978.17,1178.92,0
1034,567.91,1240.15,429.87,58.79
2663,4994.91,25367.9,4056.06,144.18
5462,51044.05,241745.67,21856.93,625.25
506,27622.34,156443.41,15050.6,4863.7
2181,40745.98,269108.83,21374.6,2499.21
4243,6110.63,42374.04,68.77,0
1792,18278.21,75090.33,15580.8,1178.46
3999,1211.34,3906.31,410.5,0
1662,280.97,732.92,172.55,94.15
3016,5078.98,30131.49,3477.47,1156.76
5340,11021.28,72966.6,17488.17,186.52
5034,19419.41,134871.61,15890.09,559.16
178,2323.83,20482.66,870.16,387.94
22,114.25,920.09,0,46.19
966,402.68,1848.36,0,0
996,4442.32,24328.19,3698.06,173.43
5413,1052.48,14132.5,0,712.59
1188,5137.81,27227.35,3094.57,200.33
219,1616.82,4298.84,303.16,0
6528,30758.37,214093.05,15388.35,89.53
5036,746.12,2822.66,155.85,352.4
1263,753.8,2719.1,1807.31,1551.98
1884,47.58,556.33,371.72,0
3386,568.83,2274,138.49,0
175,918.41,5610.72,0,46.12
97,677.95,2850.44,1157.27,0
1215,8145.07,15589.74,4993.35,0
6372,10039.54,20593.76,13534.28,0
10,4164.34,4167.84,5782.48,0
4321,22452.99,114919.66,17993.88,1507.16
5199,3085.71,25520.6,819.22,3487.06
411,95,530.08,91.02,0
4518,5658.86,24455.19,4300.66,0
1300,5325.54,46027.13,4074.11,1893.9
2137,4368.9,38258.7,4025.76,0
2726,2832.81,19519.01,1032.26,135.01
757,9120.03,50228.04,8601.02,1028.38
4279,6756.17,42290.82,7504.59,609.8
1509,420.02,1320.74,0,201.22
5416,4798.87,24697.89,4809.91,193.62
4286,6809.27,33140.02,703.21,121.06
1711,9373.73,30457.81,7938.22,570.54
1025,16820.79,89033.19,4859.2,1614.87
4328,229727.46,1239266.99,169285.54,5111.79
5211,9998.46,41590.82,7735.28,23.16
6896,4778.13,15384.68,4524.85,187.48
957,3904.68,9513.91,4365.49,0
209,8392.44,34366.12,6608.67,1142.77
3812,15366.47,95508.92,11987.32,380.57
5,2524.84,6179.92,2105.26,8261.51
163,1734.57,6702.03,221.5,0
2354,3336.06,12080.96,2035.32,292.04
56,276.59,1290.9,0,72.55
2746,144442.27,727529.97,102923.57,2741.96
5,437.96,3118.17,576.29,138
6959,35472.58,227063.95,19474.88,1930.69
2096,38535.38,265802.13,23919.31,670.24
713,69.37,69.37,185.84,0
772,2934.82,19160.58,2389.73,71.41
1860,24487.09,273537.49,14446.67,396.36
1300,8537.37,18008.97,8106.36,1023.05
1959,1487.46,3002.85,1360.46,0
1945,90447.52,851162.42,184903.17,25692.59
326,78826.99,703820.34,91543.01,10407.64
2977,8976.22,44317.44,5833.67,0
163,2689.87,8089.96,1084.01,367.96
166,8662.73,100783.36,8432.48,1428.03
1882,11496.35,46206.25,7904.3,0
2836,4915.23,18678.51,2558.27,70.61
891,1077.96,6077.6,1011.62,91.44
484,967.29,5197.83,403.87,0
387,2610.25,3847.62,870.61,666.74
523,6295.63,22916.21,4532.9,0
5182,92380.98,339677.83,86657.59,968.96
2181,795.93,7433.06,58.21,141
482,4681.12,10950.23,3676.53,179.24
2860,487.71,1166.3,427.28,1878.72
2923,2821.01,31205.63,1173.37,487.69
1541,28190.53,169601.54,27197.1,10285.29
4610,1322.39,1252.56,164.94,23.97
161,236.76,1623.54,0,168.89
626,1985.88,7670.94,0,276.38
3169,1582.8,4656.3,0,169.01
15,238.21,623.78,309.41,980.65
4226,9914.02,36609.98,6302.74,1093.48
41,22.42,0,0,67.83
1835,7861.07,18361.59,3188.31,70.98
314,28634.21,144312.37,27458.83,234.15
3780,18522.1,168920.43,9289.75,1655.76
12,69.1,2368.23,737.06,1432.05
7,44729.42,146845.3,0,0
0,67.95,179.95,0,137.65
192,157.74,241.67,0,0
85,1390.48,4185.59,1087.88,0
966,114.95,1442.45,229.7,91.79
1541,6706.55,43190.52,4888.96,582.9
3167,24907.95,88801.67,21330.88,1289.74
6363,40911.19,260497.07,26367.5,0
1855,93975.23,364069.62,97762.31,0
3196,68196.91,603847.92,72226.71,4865.63
1115,4510.49,31677.66,5629.36,696.06
545,436.88,1123.95,206.39,94.4
954,1038.23,4840.92,504.49,1981.3
102,1028.4,4908.62,1177.95,140.88
251,91.34,259.54,0,0
102,12465.39,56747.2,7593.81,20918.18
4868,4741.24,26950.85,3893.44,0
161,70.43,598.7,70.25,357.01
2580,18268.13,231622.97,4620.76,702.6
516,16214.7,109471.6,15604.68,0
3953,12552.91,138647.22,10116.9,117.66
969,3726.08,12738.12,4798.74,0
4355,8722.37,52167.73,10090.05,80.76
1451,10744.53,21901.44,9940.22,3095.68
560,2680.16,9014.21,855.3,574.55
41,190.5,729.35,179.02,0
3666,9856.55,85939.11,5281.93,0
859,10018.33,73595.09,52541.66,415.86
1073,231.9,1117.84,0,859.85
4050,749.43,2133.31,703.81,70.65
141,71.03,482.03,0,0
864,29157.03,173403.33,11795.65,511.44
7054,117753.89,838560.24,43543.74,1372.18
4238,2035.87,10858.61,2084.74,0
1188,5391.31,36241.18,4272,111.3
1614,11048.29,87943.04,5831.09,226.6
63,232.08,1363.01,187.19,141.94
0,70.45,210.72,0,622.67
5082,17363.1,57345.29,10271.13,0
